"","Blade Dancer","","","Executioner","","","Exemplar","","","","","","","Soldier","","","Arch-Militant","","","Exemplar","","","","","","","Warrior","","","Arch-Militant","","","Exemplar","","","","","","","Blade Dancer","","","Executioner","","","Exemplar","","","","","","","Warrior","","","Arch-Militant","","","Exemplar","","","","","","","Level 1 :","Charge","","Level 16 :","Versitility","","Level 36 :","Eagar For Battle *","Crowd Kill","","","","","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Eagar for Battle","Fired Up","","","","","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Eagar for Battle / Peak Condition","Point-Blank","","","","","Level 1 :","Charge","","Level 16 :","Forced Repentance","Scourging Strike + Where it hurts","Level 36 :","Degraded Defence","Blade Flurry","","",""
"","Level 1 :","Blade Dance","","Level 16 :","Forced Repentance","Scourging Strike + Where it hurts","Level 36 :","Eager for Battle *","Guillotine","","","","","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Eagar for Battle / Degraded Defence","Point-Blank","","","","","Level 1 :","Charge","","Level 16 :","Versitility","","Level 36 :","Eager for battle *","Desolation / Easy Target","","","","","Level 1 :","Blade Dance","","Level 16 :","Forced Repentance","Scourging Strike + Where it hurts","Level 36 :","Eager for Battle *","Guillotine","","","","","Level 1 :","Charge","","Level 16 :","Versitility","","Level 36 :","Eagar for battle *","Easy Target","","","","","Level 2 :","Coercion","","Level 17 :","Reckless Rush","","Level 37 :","Athletics","Distract","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Wild Fire","","Level 37 :","Awareness","Exploit Weakness","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Wild Fire","","Level 37 :","Awareness","Dismantle","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Pain Resonance","","Level 37 :","Medicae","All-Encompassing Agony","","Gear to consider",""
"","Level 2 :","Medicae","","Level 17 :","Pain Resonance","","Level 37 :","Medicae","All-Encompassing Agony","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Wild Fire","","Level 37 :","Awareness","Exploit Weakness","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Wildfire","","Level 37 :","Athletics","Critical Versatility","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Pain Resonance","","Level 37 :","Medicae","All-Encompassing Agony","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Wildfire","","Level 37 :","Athletics","Dismantle","","Gear to consider","","","Level 3 :","Endure","","Level 18 :","Always Ready","","Level 38 :","Weapon Skill","Brutal Hunter","","Helm","","","Level 3 :","Revel in Slaughter","","Level 18 :","Always Ready","","Level 38 :","Ballistic Skill","Litany of Purification","","Helm","Lingering Whisper / Tactical Genius / Pinpointing Visor / Face of the Sovereign","","Level 3 :","Revel in Slaughter","","Level 18 :","Always Ready","","Level 38 :","Ballistic Skill","Litany of Purification / Power Armour Proficiency","","Helm","Gunslinger's Helm","","Level 3 :","Endure","","Level 18 :","Anatomy Expert","","Level 38 :","Weapon Skill","Power Armour Proficiency","","Helm","Carmine Crown / Mechanicus Respirator"
"","Level 3 :","Death From Above","","Level 18 :","Anatomy Expert","","Level 38 :","Weapon Skill","Dual-Weapon Combat","","Helm","Carmine Crown / Mechanicus Respirator","","Level 3 :","Revel in Slaughter","","Level 18 :","Always Ready","","Level 38 :","Ballistic Skill","Flame Weapon Expert / Bolt Exp","","Helm","Gunslinger's Helm","","Level 3 :","Endure","","Level 18 :","Always Ready","","Level 38 :","Weapon Skill","Power Armour Proficiency","","Helm","Guardian Crown","","Level 3 :","Death From Above","","Level 18 :","Anatomy Expert","","Level 38 :","Weapon Skill","Dual-Weapon Combat","","Helm","Carmine Crown / Mechanicus Respirator","","Level 3 :","Endure","","Level 18 :","Always Ready","","Level 38 :","Weapon Skill","Power Armour Proficiency","","Helm","The Guardian Crown / Tactical Genius / Retinal analyser","","Level 4 :","Daring Breach","Rigorous Training","Level 19 :","Steady Superiority","","Level 39 :","Sworn Enemy","Athletics","","Armour","Adherent of Mankind / Invincible Onsalught Armour / Sanguine Judgement / Armour of Hidden Promise","","Level 4 :","Firearm Mastery","Point-Blank","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Awareness","","Armour","[Death World Origin] Enforcer's Light Carapace / [Hive world Origin] Voidsmen Armour","","Level 4 :","Firearm Mastery","Muzzle Velocity","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Demolition","","Armour","Artificer Power Armour","","Level 4 :","Daring Breach","Rigorous Training","Level 19 :","Carnival of Misery","","Level 39 :","Sworn Enemy","Medicae","","Armour","Adherent of Mankind / [Death World Origin] Enforcer's Light carapace"
"","Level 4 :","Death Waltz","Death Warden","Level 19 :","Carnival of Misery","","Level 39 :","Captive Audience","Medicae","","Armour","High Spinner Armour / Shadow of the undying one / Armour of Hidden Promise","","Level 4 :","Firearm Mastery","Muzzle Velocity","Level 19 :","Steady Superiority","","Level 39 :","Entrench","Demolition","","Armour","[Hive world Origin] Voidsmen Armour","","Level 4 :","Daring Breach","Thick Skin","Level 19 :","Steady Superiority","","Level 39 :","Sworn Enemy","Athletics","","Armour","Sanguine Judgement","","Level 4 :","Death Waltz","Death Warden","Level 19 :","Carnival of Misery","","Level 39 :","Captive Audience","Medicae","","Armour","High Spinner Armour / Shadow of the undying one / Armour of Hidden Promise","","Level 4 :","Daring Breach","Thick skin","Level 19 :","Steady Superiority","","Level 39 :","Reckless Strike","Athletics","","Armour","[War World Origin] Tempestus Carapace / Sanguine Judgement / Adherent of Mankind","","Level 5 :","Thick Skin","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Preferred Targets","","Cloak","Malpain Shroud / Swashbuckler Cloak / Cloak of Bloodthirst / Lady Theodora's Mantle","","Level 5 :","Ballistic Skill","Demolition Engineer","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded Defence","Contempt for the weak","","Cloak","Cloak of Hatred / Cape of Reckoning / Von Valancius Cloak","","Level 5 :","Ballistic Skill","Rapid Reload","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded Defence","Exploit Weakness","","Cloak","Tactical Backpack","","Level 5 :","Desolation","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Destroyer","Deep Laceration","","Cloak","Malpain Shroud / Swashbuckler Cloak / Pack of Reagents"
"","Level 5 :","Duelling Mastery","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Sickening Pain","","Cloak","Malpain Shroud / Swashbuckler Cloak / Pack of Reagents","","Level 5 :","Ballistic Skill","Rapid Reload","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded Defence / Peak Condition","Distract","","Cloak","Tactical Backpack / Tempestus Carapace Elite Backpack","","Level 5 :","Hardened Scars","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Distract","","Cloak","Malpain Shroud / Arch-Militant's Cape / Von Valancies Cloak / Tactical Backpack","","Level 5 :","Duelling Mastery","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Sickening Pain","","Cloak","Malpain Shroud / Swashbuckler Cloak / Pack of Reagents / Bladedancer's Mantle","","Level 5 :","Hardened Scars","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Exploit Weakness","","Cloak","Malpain Shroud / Swashbuckler cloak","","Level 6 :","Break Through","Medicae","Level 21 :","Allout","Weapon Skill","Level 41 :","Weapon Skill","Impetus","","Neck","Invigorating Resolve / Slicing Symbol / Fury Incarnate","","Level 6 :","Ballistic Skill","Concentrated Fire","Level 21 :","Flashfire","Ballistic Skill","Level 41 :","Ballistic Skill","Tenderise","","Neck","Fury Incarnate / Ruby Splash Necklace","","Level 6 :","Ballistic Skill","Rapid Fire","Level 21 :","Heavy Gunner","Ballistic Skill","Level 41 :","Ballistic Skill","Demolition Engineer","","Neck","Fury Incarnate / Ruby Splash Necklace","","Level 6 :","Break Through","Medicae","Level 21 :","Weapon Skill","Does it Hurt?","Level 41 :","Weapon Skill","Impetus","","Neck","Invigorating Resolve / The Vial of Falstow / Phoenix Gem / Anatomist's Amulet"
"","Level 6 :","Blood Oath","Medicae","Level 21 :","Weapon Skill","Does it Hurt?","Level 41 :","Weapon Skill","Grand Performance","","Neck","Invigorating Resolve / Anatomist's Amulet / Requiemator","","Level 6 :","Ballistic Skill","Rapid Fire","Level 21 :","Flashfire","Ballistic Skill","Level 41 :","Ballistic Skill","Demolition Engineer","","Neck","Fury Incarnate / Ruby Splash Necklace (drop close quarters training)","","Level 6 :","Forceful Strike","Athletics","Level 21 :","Broad Expertise","Weapon Skill","Level 41 :","Weapon Skill","Crowd Kill","","Neck","Invigorating Resolve / The Vial of Falstow / Blessed Bolter Casing / Dog Tag / Fury Incarnate / Requiemator","","Level 6 :","Blood Oath","Medicae","Level 21 :","Weapon Skill","Does it Hurt?","Level 41 :","Weapon Skill","Grand Performance","","Neck","Invigorating Resolve / Anatomist's Amulet / Requiemator","","Level 6 :","Taunting Scream","Athletics","Level 21 :","Dependable","Weapon Skill","Level 41 :","Weapon Skill","Crowd Kill","","Neck","Invigorating Resolve / Dog Tag / Aquila Pendant / Fury Incarnate","","Level 7 :","Weapon Skill","Litany of Hatred","Level 22 :","Wildfire","Dual-Weapon Combat","Level 42 :","Kick","Agility","","Accessory 1","Bead of Might / Hellbrute Horn Trophy","","Level 7 :","Agility","Litany of Hatred","Level 22 :","Reckless Rush","External Power Block","Level 42 :","Kick","Agility","","Accessory 1","Chains of Domination / Echo of Victory","","Level 7 :","Agility","Litany of Hatred","Level 22 :","Reckless Rush","Breaking Point","Level 42 :","Kick","Agility","","Accessory 1","Chains of Domination / Demolition Instructions / Echo of Victory","","Level 7 :","Weapon Skill","Litany of Hatred","Level 22 :","Reckless Abandon","","Level 42 :","Terrifying Strike","Agility","","Accessory 1","Voidborn's Pride / Iron Cape / Hadd-Pattern Data-Loom"
"","Level 7 :","Weapon Skill","Blood Rush","Level 22 :","Reckless Abandon","","Level 42 :","Terrifying Strike","Agility","","Accessory 1","Chains of Domination / Voidborn's pride","","Level 7 :","Agility","Litany of Hatred","Level 22 :","Reckless Rush","Hail of Steel","Level 42 :","Kick","Agility","","Accessory 1","Chains of Domination / Demolition Instructions / Echo of Victory","","Level 7 :","Weapon Skill","Never Stop Believing","Level 22 :","Reckless Rush","Dual-Weapon Combat","Level 42 :","Devastating Attack","Toughness","","Accessory 1","Knuckle Guard / Portative Manipulator / Bead of Might","","Level 7 :","Weapon Skill","Blood Rush","Level 22 :","Reckless Abandon","","Level 42 :","Terrifying Strike","Agility","","Accessory 1","Chains of Domination / Voidborn's pride","","Level 7 :","Weapon Skill","Litany of Hatred","Level 22 :","Reckless Rush","Melee Weapon Specialist","Level 42 :","Kick","Toughness","","Accessory 1","Bead of Might / Peculiar Trinket","","Level 8 :","Athletics","Shearing Strikes","Level 23 :","Athletics","Flash Fire","Level 43 :","Ingenious","It Will Not Die","","Accessory 2","Knuckle Guard / Chains of Domination","","Level 8 :","Rack and Ruin","Demolition","Level 23 :","Demolition","All out","Level 43 :","Ingenious","Combat Addict","","Accessory 2","Demolition Instructions / Bead of might / Book of war prayers / Echo of Victory","","Level 8 :","Unfaltering Fire","Awareness","Level 23 :","Demolition","All out","Level 43 :","Ingenious","Grenadier","","Accessory 2","Bead of might / Book of war prayers / Saint Cognacius Scriptures","","Level 8 :","Athletics","Shearing Strikes","Level 23 :","Sower of Distress","Medicae","Level 43 :","Unbearable Presence","Trusty Weapons","","Accessory 2","Diagnostor / Bead of Might / Heart of the Nameless"
"","Level 8 :","Demolition","Wounded Beast","Level 23 :","Sower of Distress","Lore Xenos","Level 43 :","Unbearable Presence","Litany of Purification","","Accessory 2","Diagnostor / Bead of might / Anatomy Tome / Iron Cape","","Level 8 :","Unfaltering Fire","Awareness","Level 23 :","Demolition","All out","Level 43 :","Ingenious","Grenadier / Power Armour Proficiency","","Accessory 2","Bead of might / Book of war prayers / Saint Cognacius Scriptures","","Level 8 :","Athletics","Opening Strike","Level 23 :","Athletics","All Out","Level 43 :","Breaking Attack","Spare Magazine","","Accessory 2","Pair Holster / Iron Cape / Bayonet Chain Knife / Hellbrute Trophy","","Level 8 :","Demolition","The Emperor Protects","Level 23 :","Sower of Distress","Medicae","Level 43 :","Unbearable Presence","Power Weapon Expert","","Accessory 2","Bead of might / Diagnostor / Anatomy Tome / Iron Cape","","Level 8 :","Athletics","Impetus","Level 23 :","Athletics","Allout","Level 43 :","Martial Art","Dual-Weapon Specialist","","Accessory 2","Chains of Domination / Empyrean Transceiver / Hellbrute Horn Trophy","","Level 9 :","Daring breach II","","Level 24 :","Agility","Characteristic Training: Perception","Level 44 :","Carouse / Awareness","Destroyer *","","Gloves","Augmented Gloves / Metal claw gloves / Adaptive Gloves / Gloves of Inevitable Demise","","Level 9 :","Firearm Mastery IV","","Level 24 :","Agility","Safety Training","Level 44 :","Demolition","Deadly Aim *","","Gloves","Marksman Bracers / Inevitable Demise / Overcharge Gloves","","Level 9 :","Firearm Mastery II","","Level 24 :","Agility","Overpower","Level 44 :","Demolition","Deadly Aim / Eager for Battle","","Gloves","Compensator Gloves","","Level 9 :","Daring breach II","","Level 24 :","Agility","Base Skill: Medicae","Level 44 :","Athletics","Peak Condition","","Gloves","Augmented Gloves / The Hand of Avolius / Master Surgeon Gloves / Inevietable Demise / Metal Claw Gloves"
"","Level 9 :","Death Waltz II","","Level 24 :","Agility","Drukhari Weapon Profeciency","Level 44 :","Demolition","Destroyer *","","Gloves","Augmented Gloves / Adaptive Gloves / Executioner's Gauntlets / Metal Claw Gloves","","Level 9 :","Firearm Mastery II","","Level 24 :","Agility","Familiar Kickback","Level 44 :","Demolition","Deadly Aim * / Eager for Battle","","Gloves","Compensator Gloves / Marksman Bracers","","Level 9 :","Daring Breach II","","Level 24 :","Agility","Tenets of Retribution","Level 44 :","Carouse","Destroyer *","","Gloves","Augmented Gloves / Inevietable Demise / Master Duellist's Gloves / Adaptive Gloves / Metal Claw Gloves / Gloves of Rapid Desolation","","Level 9 :","Death Waltz II","","Level 24 :","Agility","Flensing Faith","Level 44 :","Demolition","Destroyer *","","Gloves","Augmented Gloves / Adaptive Gloves / Executioner's Gauntlets / Metal Claw Gloves","","Level 9 :","Daring Breach II","","Level 24 :","Toughness","Dual-Weapon Combat","Level 44 :","Carouse","Destroyer *","","Gloves","Augmented Gloves / Adaptive Gloves / Relish Anguish / Metal Claw Gloves","","Level 10 :","Desolation","Agility","Level 25 :","Adaptability","","Level 45 :","AP +1","","","Boots"," Void Veteran Boots / Pneumo Boots / Fencing Boots / Stalking boots / Inertia Boots","","Level 10 :","Enought Bullets for Everyone","Agility","Level 25 :","Adaptability","","Level 45 :","AP +1","","","Boots","Inertia Boots / Sharpshooter's Boots / Caligae of saint keefe / Heavy Breacher Boots / Sororitas Boots","","Level 10 :","Fired Up","Agility","Level 25 :","Flashfire","","Level 45 :","AP +1","","","Boots","Inertia Boots / Caligae of saint keefe / Sororitas Boots","","Level 10 :","Open Engagement","Agility","Level 25 :","Master of Torture","","Level 45 :","AP +1","","","Boots","Void Veteran Boots / Inertia Boots / Blitz Boots / Pneumo Boots"
"","Level 10 :","Facing the End","Agility","Level 25 :","Master of Torture","","Level 45 :","AP +1","","","Boots","Inertia Boots / Impulse Boots / Fencing Boots","","Level 10 :","Fired Up","Agility","Level 25 :","Adaptability","","Level 45 :","AP +1","","","Boots","Caligae of saint keefe / Heavy Breacher Boots / Sororitas Boots","","Level 10 :","Impetus","Agility","Level 25 :","Armsmaster","","Level 45 :","AP +1","","","Boots","Void Veteran Boots / Enforcer Light Boots / Fencing Boots / Pneumo Boots","","Level 10 :","Dance Partners","Agility","Level 25 :","Master of Torture","","Level 45 :","AP +1","","","Boots","Inertia Boots / Impulse Boots / Fencing Boots / Void Veteran Boots","","Level 10 :","Ramming Speed","Toughness","Level 25 :","Flashfire","","Level 45 :","AP +1","","","Boots","Pneumo Boots / Void Veteran Boots / Enforcer Light boots","","Level 11 :","Reckless Strike","Flensing Faith","Level 26 :","Athletics","Agility","Level 46 :","Open Engagement","Carouse / Awareness","","Weapon Set 1","Heavy Maul / Auto-striking power sword / Bonebreaker Maul / Carnage / Coffinmaker Sledge / Tearing Vengence","","Level 11 :","Dash","Demolition","Level 26 :","Demolition","Agility","Level 46 :","Fortress","Demolition","","Weapon Set 1","Ragefire Plasma Gun / The Glow of Dead Stars (use Grimoire of the void)","","Level 11 :","Concentrated Fire","Awareness","Level 26 :","Demolition","Agility","Level 46 :","Rack and Ruin","Demolition","","Weapon Set 1","Improved Heavy Bolter","","Level 11 :","Reckless Strike","Flensing Faith","Level 26 :","Agility","Medicae","Level 46 :","Ramming Speed","Athletics","","Weapon Set 1","Tearing Vengence / Epiphany / Auto-Striking Power Sword"
"","Level 11 :","Acrobatic Artistry","Dance Partners","Level 26 :","Agility","Medicae","Level 46 :","Escape Artist","Demolition","","Weapon Set 1","Virulent Slicer / Symphony of Pain / Imminent Torment","","Level 11 :","Concentrated Fire","Awareness","Level 26 :","Demolition","Agility","Level 46 :","Rack and Ruin","Demolition","","Weapon Set 1","They Shall Weep / Hymn of Vehemence","","Level 11 :","Reckless Strike","Litany of Hatred","Level 26 :","Athletics","Agility","Level 46 :","Open Engagement","Carouse","","Weapon Set 1","Tearing Vengeance","","Level 11 :","Acrobatic Artistry","Escape Artist","Level 26 :","Agility","Medicae","Level 46 :","Escape Artist","Demolition","","Weapon Set 1","Triumph of Faith / Auto-Striking Power Sword / Harbinger of Carnage","","Level 11 :","Forceful Strike","Duelling Mastery","Level 26 :","Athletics","Toughness","Level 46 :","Steel of the Forge / Brutal Hunter","Carouse","","Weapon Set 1","Heavy Maul / Auto-striking power sword / Bonebreaker Maul / Tearing Vengence / coffinmaker sledge","","Level 12 :","Agility","Athletics","Level 27 :","Steady Superiority IV","","Level 47 :","Ramming Speed","Carouse / Awareness","","","Tearing Vengence / Sanguine Thirst / Death Hymn","","Level 12 :","Perception","Never Stop Believing","Level 27 :","Steady Superiority IV","","Level 47 :","Integrity / Alacrity","Awareness","","","","","Level 12 :","Strength","Never Stop Believing","Level 27 :","Steady Superiority IV","","Level 47 :","Enough Bullets for Everyone","Awareness","","","","","Level 12 :","Agility","Athletics","Level 27 :","Carnival of Misery III","","Level 47 :","Crowd Kill","Demolition","","","Coffin Maker Sledge / Tearing Vengence / Bonebreaker Maul / Carnage"
"","Level 12 :","Agility","Demolition","Level 27 :","Carnival of Misery III","","Level 47 :","Duellist","Demolition","","","Symphony of Pain / Imminent Torment","","Level 12 :","Perception","Never Stop Believing","Level 27 :","Steady Superiority IV","","Level 47 :","Enough Bullets for Everyone","Awareness","","","","","Level 12 :","Agility","Carouse","Level 27 :","Steady Superiority IV","","Level 47 :","Ramming Speed","Medicae","","","[Mars-Pattern] Bolt Pistol / [Mezoa-Pattern] Bolt Pistol / Deadly Precision","","Level 12 :","Agility","Demolition","Level 27 :","Carnival of Misery III","","Level 47 :","Duellist","Demolition","","","[Sol Pattern] Elite Power Sword / [Ryza-Pattern] Chainsword","","Level 12 :","Toughness","Carouse","Level 27 :","Steady Superiority IV","","Level 47 :","Desolation","Medicae","","","Death Hymn / Carnage / Tearing vengence","","Level 13 :","Easy Target","Carouse / Awareness","Level 28 :","Carouse / Awareness","Critical Versatility","Level 48 :","Exploit Weakness","Agility","","Weapon Set 2","Well-Maintained Rocksaw / Bonecracker","","Level 13 :","Swift Slaughter","Plasma Proficiency","Level 28 :","Awareness","Critical Versatility","Level 48 :","Preferred Targets","Agility","","Weapon Set 2","[Sol-Pattern] Shotgun / Scoped Shotgun","","Level 13 :","Swift Slaughter","Bolt weapon Proficiency","Level 28 :","Awareness","Adaptability","Level 48 :","Distract","Agility","","Weapon Set 2","[Sol Pattern] Shotgun / Scoped Shotgun","","Level 13 :","Easy Target","Demolition","Level 28 :","Perfect Anatomy","","Level 48 :","Sickening Pain","Agility","","Weapon Set 2","Well-Maintained Rocksaw / Bonecracker / Piety's Charge / Righteous Justice"
"","Level 13 :","Litany of Hatred","Awareness","Level 28 :","Perfect Anatomy / Invigorating Screams","","Level 48 :","Deep Laceration","Agility","","Weapon Set 2","Rocksaws","","Level 13 :","Swift Slaughter","Bolt weapon Proficiency","Level 28 :","Awareness","Critical Versatility","Level 48 :","Contempt for the weak","Agility","","Weapon Set 2","Purging Fury","","Level 13 :","Easy Target / Desolation","Carouse","Level 28 :","Carouse","Flashfire","Level 48 :","Exploit Weakness","Toughness","","Weapon Set 2","Piety's Charge","","Level 13 :","Litany of Hatred","Awareness","Level 28 :","Invigorating Screams / Perfect Anatomy","","Level 48 :","Deep Laceration","Agility","","Weapon Set 2","Well-Maintained Rock Saw / Righteous Justice","","Level 13 :","Open Engagement","Carouse","Level 28 :","Carouse","Adaptability","Level 48 :","Contempt for the Weak","Toughness","","Weapon Set 2","Well-Maintained Heavy Rock saw","","Level 14 :","Strength","Duelling Mastery","Level 29 :","Perception","Litany of Purification","Level 49 :","Toughness","Medicae","","","","","Level 14 :","Plasma Bank","Awareness","Level 29 :","Perception","Familiar Kickback","Level 49 :","Perception","Medicae","","","","","Level 14 :","Heavy Weapon Profciency","Demolition","Level 29 :","Perception","Tenets of Retribution","Level 49 :","Perception","Medicae","","","","","Level 14 :","Strength","Duelling Mastery / Brutal Hunter","Level 29 :","Strength","Athletics","Level 49 :","Strength / Perception","Demolition","","",""
"","Level 14 :","Toughness","Balancing on the Edge","Level 29 :","Willpower","Medicae","Level 49 :","Perception","Awareness","","","","","Level 14 :","Tenets of Retribution","Demolition","Level 29 :","Perception","Flame Weapon Proficiency / Grenadier","Level 49 :","Perception","Medicae","","","","","Level 14 :","Toughness","Bolter Weapon Prof","Level 29 :","Strength","Characteristic Training: PER","Level 49 :","Toughness","Medicae","","","","","Level 14 :","Toughness","Sweeping Motions","Level 29 :","Toughness","Demolition","Level 49 :","Toughness","Awareness","","","","","Level 14 :","Strength","Heavy Armour Proficiency","Level 29 :","Strength","Characteristic Training: PER","Level 49 :","Willpower","Medicae","","","","","Level 15 :","Daring Breach IV","","Level 30 :","Devastating Attack","","Level 50 :","Peak Condition","Cautious Disengage","","","","","Level 15 :","Firearm Mastery III","","Level 30 :","Devastating Attack","","Level 50 :","Extermination *","Camraderie","","","","","Level 15 :","Firearm Mastery III","","Level 30 :","Devastating Attack","","Level 50 :","Extermination","Intregrity","","","","","Level 15 :","Daring Breach IV","","Level 30 :","Exsanguination","Characteristic Training: PER","Level 50 :","Eager for Battle","Cautious Disengage","","",""
"","Level 15 :","Death Waltz III","","Level 30 :","Exsanguination","Characteristic Training: PER / Flensing Faith","Level 50 :","Peak Condition","Rising Tempo","","","","","Level 15 :","Firearm Mastery III","","Level 30 :","Devastating Attack","","Level 50 :","Extermination *","Second Skin / Fortress","","","","","Level 15 :","Daring Breach IV","","Level 30 :","Kick","","Level 50 :","Peak Condition","Contempt","","","","","Level 15 :","Death Waltz III","","Level 30 :","Exsanguination","Characteristic Training: Perception","Level 50 :","Peak Condition","Rising Tempo","","","","","Level 15 :","Daring Breach IV","","Level 30 :","Devastating Attack","","Level 50 :","Peak Condition","Contempt","","","","","","","","Level 31 :","Breaking Attack","","Level 51 :","Contempt for the Weak","Medicae","","","","","","","","Level 31 :","Breaking Attack","","Level 51 :","Accustomed to Glory","Medicae","","","","","","","","Level 31 :","Breaking Attack","","Level 51 :","Contempt for the weak","Medicae","","","","","","","","Level 31 :","Fragile Playthings","","Level 51 :","Acute Pain","Demolition","","",""
"","","","","Level 31 :","Fragile Playthings","","Level 51 :","Acute Pain","Awareness","","","","","","","","Level 31 :","Breaking Attack","","Level 51 :","Preferred Targets","Medicae","","","","","","","","Level 31 :","Ingenious","","Level 51 :","Contempt for the Weak","Medicae","","","","","","","","Level 31 :","Fragile Playthings","","Level 51 :","Acute Pain","Awareness","","","","","","","","Level 31 :","Breaking Attack","","Level 51 :","Distract","Medicae","","","","","","","","Level 32 :","Perception","Carouse / Awareness","Level 52 :","Accustomed to Glory","The Emperor Protects","","","","","","","","Level 32 :","Perception","Awareness","Level 52 :","Focal Point","Plasma Weapon Expert / Spare Magazine","","","","","","","","Level 32 :","Perception","Awareness","Level 52 :","Preferred Targets","Combat Addict","","","","","","","","Level 32 :","Perception","Athletics","Level 52 :","Battle of Attrition ","Litany of Purification","","",""
"","","","","Level 32 :","Perception / Toughness","Demolition","Level 52 :","Race Against Death","Brutal Hunter / Flensing Faith","","","","","","","","Level 32 :","Perception","Awareness","Level 52 :","Accustomed to Glory","Bolt Weapon Expert / Combat Addict","","","","","","","","Level 32 :","Perception","Carouse","Level 52 :","Preferred Targets","Combat Addict","","","","","","","","Level 32 :","Perception","Demolition","Level 52 :","Race Against Death","It Will Not Die","","","","","","","","Level 32 :","Perception","Carouse","Level 52 :","Preferred Targets","Litany of Purification","","","","","","","","Level 33 :","Dismantle","Perception","Level 53 :","Forceful Strike","Toughness","","","","","","","","Level 33 :","Dismantle","Perception","Level 53 :","Controlled Shot","Perception","","","","","","","","Level 33 :","Critical Versatility","Strength","Level 53 :","Controlled Shot","Perception","","","","","","","","Level 33 :","Racking Weakness","","Level 53 :","Forceful Strike","Strength / Perception","","",""
"","","","","Level 33 :","Racking Weakness","","Level 53 :","Veil of Blades","Perception","","","","","","","","Level 33 :","Dismantle","Perception","Level 53 :","Controlled Shot","Perception","","","","","","","","Level 33 :","Adaptability","Perception","Level 53 :","Taunting Scream","Toughness","","","","","","","","Level 33 :","Racking Weakness","","Level 53 :","Veil of Blades","Toughness","","","","","","","","Level 33 :","Critical Versatility","Perception","Level 53 :","Sworn Enemy","Willpower","","","","","","","","Level 34 :","Perception","Power Armour Proficiency","Level 54 :","Extermination ","Focal Point","","","","","","","","Level 34 :","Willpower","Enhanced Splash Area","Level 54 :","Vital Points / Critical Velocity","Discipline","","","","","","","","Level 34 :","Strength","Power Armour Proficiency","Level 54 :","Vital Points / Cataclysm","Accustomed to Glory","","","","","","","","Level 34 :","Perception","Advanced Skill: Medicae","Level 54 :","Extermination","Internal Bleeding","","",""
"","","","","Level 34 :","Perception / Toughness","Finesse","Level 54 :","Extermination","Anticipation","","","","","","","","Level 34 :","Willpower","Litany of Purification","Level 54 :","Vital Points / Deadly Aim","Intregrity","","","","","","","","Level 34 :","Perception","Flensing Faith","Level 54 :","Extermination","Accustomed to Glory","","","","","","","","Level 34 :","Perception","Litany of Purification","Level 54 :","Extermination","Anticipation","","","","","","","","Level 34 :","Perception","Flensing Faith","Level 54 :","Extermination","Accustomed to Glory","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Carnival of Misery I","","Level 55 :","AP +1","","","",""
"","","","","Level 35 :","Carnival of Misery IV","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Carnival of Misery IV","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Universe. Serves Me.","","","","","","","","","","Skill Options","","","Noble Adventurer ","","","","","","","","","","Skill Options","","","Noble Skill Monkey","","","","","","","","","","Skill Options","","","Noble Falconer","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
