"","Level 9 :","Finest Hour IV","","Level 24 :","Perception","Blood Augury / Veil of Protection","Level 44 :","Persuasion","Eager Subordanates","","Gloves","Noble Silk Gloves / Thrice Pioneers Bracers / Grenadier's Gloves","","Level 9 :","Finest Hour IV","","Level 24 :","Perception","Undam the Sea of Souls","Level 44 :","Persuasion","Degraded Defence","","Gloves","Noble Silk Gloves / Thrice Pioneers Bracers / Grenadier's Gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Lore Warp / Awareness","Perception","Level 25 :","Ebb and Flow","","Level 45 :","AP +1","","","Boots","Soriritas Boots / Adrenaline Warboots","","Level 10 :","Lore Warp / Awareness","Perception","Level 25 :","Hidden Advantage","","Level 45 :","AP +1","","","Boots","Adrenaline Warboots / Sororitas Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Mind over Matter","Perception","Level 26 :","Perception","Lore Warp / Awareness","Level 46 :","Seize the Initiative","Persuasion","","Weapon Set 1","Warp Guide Staff / Astronomican Regalia","","Level 11 :","Steel Resolve","Perception","Level 26 :","Persuasion","Perception","Level 46 :","Leader's Assault","Persuasion","","Weapon Set 1","Warp Guide Staff / Astronomican Regalia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Zone of Fear / Notch of Purpose","Strange Vitality","Level 27 :","Take and Hold IV","","Level 47 :","Steel Resolve","Lore Warp / Awareness","","","","","Level 12 :","Air of Authority","Strange Vitality","Level 27 :","Orchestrated Firestorm II","","Level 47 :","Seize the Initiative","Lore Warp / Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Undam The Sea of Souls","Lore Warp / Awareness","Level 28 :","Guide of Souls","Fellowship","Level 48 :","Strategic Offensive","Perception","","Weapon Set 2","Red Crystal Staff / Staff of Orsellio Novator","","Level 13 :","Inspiring Speech","Lore Warp / Awareness","Level 28 :","Against All Odds","","Level 48 :","Comfort in Conformity","Perception","","Weapon Set 2","Red Crystal Staff / Staff of Orsellio Novator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Fellowship","Pass Unscathed","Level 29 :","Fellowship","Persuasion","Level 49 :","Fellowship","Lore Warp / Awareness","","","","","Level 14 :","Fellowship","Eye of Oblivion","Level 29 :","Lore Warp / Awareness","Fellowship","Level 49 :","Fellowship","Lore Warp / Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Finest Hour I","","Level 30 :","Mend Reality / Warp Curse","","Level 50 :","Degraded Defence","No Respite","","","","","Level 15 :","Finest Hour I","","Level 30 :","Mind Over Matter","Fervour","Level 50 :","Eager Subordanates","Armour of Contempt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Stable Routes","The Course Untravelled","Level 51 :","Personal Zone / Disputed Zone","Awareness / Lore Warp","","","","","","","","Level 31 :","Brink of Death","","Level 51 :","Stand Resolute","Lore Warp / Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Persuasion","Intelligence","Level 52 :","Personal Oversight","Characteristic Training Will","","","","","","","","Level 32 :","Fellowship","Lore Warp / Awareness","Level 52 :","Personal Oversight","Stable Routes / Advanced Skill: Lore Warp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Intelligence","Threads and Faults","Level 53 :","Blitz Statagem","Fellowship","","","","","","","","Level 33 :","In The Hero's Footsteps","","Level 53 :","Immolate the Soul","Fellowship","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Veil of Protection / Characteristic Training: Int","","Level 54 :","Combat Meditation","Physical Encouragement","","","","","","","","Level 34 :","Fellowship","Unnatural Allure","Level 54 :","Extermination","Inspire Courage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Take and Hold III","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Orchestrated Firestorm III","","Level 55 :","AP +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Pasqal the Plasma Artillery Battery https://youtu.be/3TRnW2Nffq8 ","","","","","","","","","","Skill Options","","","Pasqal the Discontinuer.... of Life","","","","","","","","","","Skill Options","","","Pasqal the Bug Zapper","","","","","","","","","","Skill Options","","","Pasqal the Arc Reactor","","","","","","","","","","Skill Options","","","Pasqal Thunderbirds are go","","","","","","","","","","Skill Options","","","Rite of Machine Spirit Communion","","","","","","","","","","Skill Options","","","Pasqal Magos Prime","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Operative wasnt buffed but plasma and arc pasqal sure as hell were. You can convert either pasqal build into arc rifle if you move talents around","","","","","","","","","","Tech-Use / Logic / Lore Imperium / Lore Xenos / Medicae / Awareness","","","Plasma Assassin","","","","","","","","","","Tech-Use / Logic / Lore Imperium / Lore Xenos / Medicae / Awareness","","","More consistent per shot damage but less action economy than bounty hunter (arc rifle might be ignoring enemy defences so armour pen could be pointless)","","","","","","","","","","Tech-Use / Logic / Lore Imperium / Lore Xenos / Medicae / Awareness","","","More consistent attacks and AP but less damage than notes on weakness Assassin (arc rifle might be ignoring enemy defences so armour pen could be pointless)","","","","","","","","","","Tech-Use / Logic / Lore Imperium / Lore Xenos / Medicae / Awareness","","","(arc rifle might be ignoring enemy defences so armour pen could be pointless)","","","","","","","","","","Tech-Use / Logic / Lore Imperium / Lore Xenos / Medicae / Awareness","","","Pasqal Arc rifle build with a tanky servo-skull for stacking exploits","","","","","","","","","","Tech-Use / Logic / Lore Imperium / Lore Xenos / Medicae / Awareness","","","Can be used with missionary oath but I dont highly rate that strategy","","","","","","","","","","Tech-Use / Logic / Lore Imperium / Lore Xenos / Medicae / Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Operative","","","Bounty Hunter","","","Exemplar","","","","","","","Operative","","","Assassin","","","Exemplar","","","","","","","Operative","","","Assassin","","","Exemplar","","","","","","","Operative","","","Bounty Hunter","","","Exemplar","","","","","","","Operative","","","Overseer","","","Exemplar","","","","","","","Operative","","","Overseer","","","Exemplar","","","","","","","Operative","","","Grand Strategist","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Analyse Enemies","","Level 16 :","Hunt Down The Prey","","Level 36 :","Eager for Battle *","Fresh Target","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Seek the Opening","","Level 36 :","Eager for Battle *","Fresh Target","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Seek the Opening","","Level 36 :","DeathDealer *","Fresh Target","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Hunt Down The Prey","","Level 36 :","Deathdealer *","Fresh Target","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Cyber-Eagle Proficiency","","Level 36 :","Eager for Battle","Fresh Target","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Servo-Skull Proficiency","","Level 36 :","Eager for Battle","Fresh Target","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Combat Tactics","","Level 36 :","Degraded Defence","Ballistics Calculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Tech-Use","","Level 17 :","Claim the Bounty","","Level 37 :","Tech-Use","Share the Spoils","","Gear to consider","","","Level 2 :","Tech-Use","","Level 17 :","Death Whisper","","Level 37 :","Tech-Use","Lethal Concentration","","Gear to consider","","","Level 2 :","Tech-Use","","Level 17 :","Death Whisper","","Level 37 :","Tech-Use","Lethal Concentration","","Gear to consider","","","Level 2 :","Tech-Use","","Level 17 :","Claim the Bounty","","Level 37 :","Tech-Use","Share the Spoils","","Gear to consider","","","Level 2 :","Tech-Use","","Level 17 :","Live Bait","","Level 37 :","Tech-Use","Wind Currents","","Gear to consider","","","Level 2 :","Tech-Use","","Level 17 :","Priority Signal","","Level 37 :","Tech-Use","Pulse Amplifier","","Gear to consider","","","Level 2 :","Tech-Use","","Level 17 :","Combat Locus Stratagem","","Level 37 :","Tech-Use","Opening Strategy","","Gear to consider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Expose Weakness","","Level 18 :","Hunting Surge","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Self-Calibrating Goggles / Helm / Enhanced Data-Tether Mask","","Level 3 :","Expose Weakness","","Level 18 :","Deadly Calculation","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Self-Calibrating Goggles / Helm / Enhanced Data-Tether Mask","","Level 3 :","Expose Weakness","","Level 18 :","Deadly Calculation","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Enhanced Data-Tether Mask / Weakness Detector / Vivisector's Visor","","Level 3 :","Expose Weakness","","Level 18 :","Hunter's Ambush","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Self-Calibrating Goggles / Helm / Enhanced Data-Tether Mask","","Level 3 :","Expose Weakness","","Level 18 :","Disposition Analysis","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Enhanced Data-Tether Mask / Lingering WHisper","","Level 3 :","Expose Weakness","","Level 18 :","Field Modification","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Enhanced Data-Tether Mask / Lingering Whisper","","Level 3 :","Expose Weakness","","Level 18 :","Improvised Strategy","","Level 38 :","Ballistic Skill","Base Skill: Lore Xenos","","Helm","Enhanced Data-Tether Mask / Arch-Strategist's Visor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Dismantling","Passive learning","Level 19 :","Wild Hunt","","Level 39 :","Tactical Knowledge","Tech-Use","","Armour","[Hiveworld] Voidsman Armour / Adaptive Flak Vest / Skiitaari Ranger Armour","","Level 4 :","Dismantling","Passive learning","Level 19 :","Dispatch","","Level 39 :","Tactical Knowledge","Tech-Use","","Armour","[Hiveworld] Voidsman Armour / Adaptive Flak Vest / Skiitaari Ranger Armour","","Level 4 :","Dismantling","Passive learning","Level 19 :","Dispatch","","Level 39 :","Precise Attack","Tech-Use","","Armour","Skiitaari Ranger Armour / [Hiveworld] Voidsman Armour","","Level 4 :","Dismantling","Passive learning","Level 19 :","Wild Hunt","","Level 39 :","Tactical Knowledge","Tech-Use","","Armour","[Hiveworld] Voidsman Armour / Adaptive Flak Vest / Skiitaari Ranger Armour","","Level 4 :","Dismantling","Passive learning","Level 19 :","Overcharge","","Level 39 :","Precise Attack","Tech-Use","","Armour","Skiitaari Ranger Armour / [Hiveworld] Voidsman Armour","","Level 4 :","Dismantling","Passive learning","Level 19 :","Overcharge","","Level 39 :","Perfect Spot","Tech-Use","","Armour","Skiitaari Ranger Armour / [Hiveworld] Voidsman Armour","","Level 4 :","Dismantling","Passive learning","Level 19 :","Take and Hold","","Level 39 :","Perfect Spot","Tech-Use","","Armour","[Hiveworld] Voidsman Armour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Ballistic Skill","Aiming Protocols","Level 20 :","AP +1 - Ballistic Skill","Safety Training","Level 40 :","Degraded Defence","Inspiring Trophy","","Cloak","Shadowguide Cloak / Cape of Righteous Fury / Zealot Cloak / Von Valancius Cloak (might be a bug not being RT restricted)","","Level 5 :","Ballistic Skill","Scanner Mechadendrite","Level 20 :","AP +1","Ballistic Skill","Level 40 :","Degraded Defence","Carmine Whisper","","Cloak","Shadowguide Cloak / Cape of Righteous Fury / Zealot Cloak / Von Valancius Cloak (might be a bug not being RT restricted)","","Level 5 :","Ballistic Skill","Aiming Protocols","Level 20 :","AP +1","Ballistic Skill","Level 40 :","Degraded Defence","Bringer of Doom","","Cloak","Shadowguide Cloak / Cape of Righteous Fury / Von Valancius Cloak (might be a bug not being RT restricted)","","Level 5 :","Ballistic Skill","Aiming Protocols","Level 20 :","AP +1 - Ballistic Skill","Staggering Jolt","Level 40 :","Degraded Defence","Inspiring Trophy","","Cloak","Shadowguide Cloak / Cape of Righteous Fury / Zealot Cloak / Von Valancius Cloak (might be a bug not being RT restricted)","","Level 5 :","Ballistic Skill","Aiming Protocols","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded Defence","Suppression Factor","","Cloak","Shadowguide Cloak / Cape of Righteous Fury / Zealot Cloak / Von Valancius Cloak (might be a bug not being RT restricted)","","Level 5 :","Ballistic Skill","Aiming Protocols","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded Defence","Utility Mechandendrite","","Cloak","Shadowguide Cloak / Cape of Righteous Fury / Zealot Cloak / Von Valancius Cloak (might be a bug not being RT restricted)","","Level 5 :","Ballistic Skill","Aiming Protocols","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Deathdealer","Critical Zone","","Cloak","Von Valancius Cloak / Cloaking Field Emitter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Uncanny Sight","Intelligence","Level 21 :","Ballistic Skill","Hunter's Ambush","Level 41 :","Ballistic Skill","Improved Tactics","","Neck","Synaptic Coagulator / Warlord's Amulet / Hypnotising Pendant","","Level 6 :","Uncanny Sight","Intelligence","Level 21 :","Imminent Demise","Ballistic Skill","Level 41 :","Ballistic Skill","Improved Tactics","","Neck","Synaptic Coagulator / Warlord's Amulet / Hypnotising Pendant","","Level 6 :","Uncanny Sight","Ballistic Skill","Level 21 :","Imminent Demise","Ballistic Skill","Level 41 :","Intelligence","Insightful Precision","","Neck","Synaptic Coagulator / Warlord's Amulet / Hypnotising Pendant","","Level 6 :","Uncanny Sight","Ballistic Skill","Level 21 :","Ballistic Skill","Hunting Surge","Level 41 :","Ballistic Skill","Improved Tactics","","Neck","Synaptic Coagulator / Warlord's Amulet / Hypnotising Pendant","","Level 6 :","Uncanny Sight","Ballistic Skill","Level 21 :","Rite of Calibration","Ballistic Skill","Level 41 :","Ballistic Skill","Insightful Precision","","Neck","Synaptic Coagulator / Warlord's Amulet / Hypnotising Pendant","","Level 6 :","Uncanny Sight","Ballistic Skill","Level 21 :","Rite of Calibration","Ballistic Skill","Level 41 :","Ballistic Skill","Sniper Expertise","","Neck","Synaptic Coagulator / Warlord's Amulet / Hypnotising Pendant","","Level 6 :","Uncanny Sight","Intelligence","Level 21 :","Blurred Locus","Ballistic Skill","Level 41 :","Ballistic Skill","Sniper Expertise","","Neck","Synaptic Coagulator / Warlord's Amulet / Hypnotising Pendant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Joint Analysis","Tech-Use","Level 22 :","Cull the bold","","Level 42 :","Piercing Shot","Intelligence","","Accessory 1","Long-Range Aim Lens / Untuning combi-tool","","Level 7 :","Joint Analysis","Tech-Use","Level 22 :","Tech-Use","Killing Edge","Level 42 :","Poised to Strike","Perception","","Accessory 1","Long-Range Aim Lens / Untuning combi-tool","","Level 7 :","Joint Analysis / Intimidation","Tech-Use","Level 22 :","Tech-Use","Killing Edge","Level 42 :","Poised to Strike","Intelligence","","Accessory 1","Long-Range Aim Lens / Vid-Capture Relay","","Level 7 :","Joint Analysis / Intimidation","Tech-Use","Level 22 :","Cull the bold","","Level 42 :","Piercing Shot","Intelligence","","Accessory 1","Long-Range Aim Lens / Untuning combi-tool","","Level 7 :","Joint Analysis","Tech-Use","Level 22 :","Strategic Adaptation","Tech-Use","Level 42 :","Strafe","Intelligence","","Accessory 1","Long-Range Aim Lens / Untuning combi-tool","","Level 7 :","Joint Analysis","Tech-Use","Level 22 :","Strategic Adaptation","Tech-Use","Level 42 :","Provocation Signal","Intelligence","","Accessory 1","Long-Range Aim Lens / Untuning combi-tool","","Level 7 :","Tactical Knowledge","Tech-Use","Level 22 :","Blitz Stratagem","","Level 42 :","Killzone Stratagem","Intelligence","","Accessory 1","Untuning combi-tool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Tide of Excellence","External Power Block","Level 23 :","Flay the bold","Tech-Use","Level 43 :","Pierce and Ruin","Machine Spirit Scan Protocols","","Accessory 2","Prey Scanner / Vid-Capture Relay / Untuning combi-tool","","Level 8 :","Tide of Excellence","Aiming Protocols","Level 23 :","Lethality Heightens","","Level 43 :","Flawless Lunge","Enhanced Splash Area","","Accessory 2","Prey Scanner / Vid-Capture Relay / Untuning combi-tool","","Level 8 :","Tide of Excellence","Scanner Mechadendrite","Level 23 :","Lethality Heightens","","Level 43 :","Flawless Lunge","Echopulse","","Accessory 2","Note on Weaknesses / Untuning combi-tool / bead of might","","Level 8 :","Tide of Excellence","Scanner Mechadendrite","Level 23 :","Flay the bold","Tech-Use","Level 43 :","Pierce and Ruin","Pulse Amplifier","","Accessory 2","Prey Scanner / Vid-Capture Relay / Untuning combi-tool","","Level 8 :","Tide of Exellence","Scanner Mechadendrite","Level 23 :","Swift Shadows","","Level 43 :","Master's Patternronage","Characteristic Training: Per","","Accessory 2","Vid-Capture Relay / Untuning combi-tool / Bead of Might","","Level 8 :","Tide of Exellence","Scanner Mechadendrite","Level 23 :","Symbiosis","","Level 43 :","Brother-in-Arms","Exposing Communion","","Accessory 2","Vid-Capture Relay / Untuning combi-tool / Bead of Might","","Level 8 :","Tide of Excellence","External Power Block","Level 23 :","Tech-Use","Fire at Will","Level 43 :","Inescapable Zone","Advanced Skill: Lore Xenos","","Accessory 2","Commander's Notes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Dismantling III","Medicae","Level 24 :","Intelligence","Scanner Mechadendrite","Level 44 :","Logic","Deathdealer *","","Gloves","Plasmashaper Gloves / Overcharge Gloves","","Level 9 :","Dismantling II","Medicae","Level 24 :","Perception","Overcharge Protocols","Level 44 :","Logic","DeathDealer *","","Gloves","Plasmashaper Gloves / Overcharge Gloves","","Level 9 :","Dismantling III","Medicae","Level 24 :","Perception","Staggering Jolt","Level 44 :","Logic","Eager for Battle *","","Gloves","Plasmashaper Gloves / Overcharge Gloves","","Level 9 :","Dismantling II","Medicae","Level 24 :","Intelligence","Overclocking Module","Level 44 :","Logic","Eager for Battle *","","Gloves","Plasmashaper Gloves / Overcharge Gloves","","Level 9 :","Dismantling III","Medicae","Level 24 :","Intelligence","Staggering Jolt","Level 44 :","Logic","Deathdealer","","Gloves","Marksman Bracers","","Level 9 :","Dismantling II","Medicae","Level 24 :","Intelligence","Machine Spirit Scan Protocols","Level 44 :","Logic","Deathdealer","","Gloves","Marksman Bracers / Grenadier's Gloves","","Level 9 :","Dismantling III","Medicae","Level 24 :","Intelligence","Scanner Mechadendrite","Level 44 :","Logic","Extermination","","Gloves","Overcharge Gloves / Marksman Bracers / Grenadier's Gloves / Plasmashapers gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Logic","Perception","Level 25 :","Heightened Concentration","","Level 45 :","AP +1","","","Boots","Sharpshooter Boots / Tracking Boots","","Level 10 :","Logic","Perception","Level 25 :","Perfect Opening","","Level 45 :","AP +1","","","Boots","Sharpshooter Boots / Tracking Boots","","Level 10 :","Logic","Intelligence","Level 25 :","Disarray","","Level 45 :","AP +1","","","Boots","Sharpshooter Boots","","Level 10 :","Logic","Intelligence","Level 25 :","Heightened Concentration","","Level 45 :","AP +1","","","Boots","Sharpshooter Boots / Tracking Boots","","Level 10 :","Logic","Intelligence","Level 25 :","Emergency Protocol","","Level 45 :","AP +1","","","Boots","Sharpshooter Boots","","Level 10 :","Logic","Intelligence","Level 25 :","Safe Shelter","","Level 45 :","AP +1","","","Boots","Sharpshooter Boots","","Level 10 :","Logic","Perception","Level 25 :","Personal Combat Zone","","Level 45 :","Ap +1","","","Boots","Sharpshooter Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Ballistic Calculations / Sharpshooter","Logic","Level 26 :","Tech-Use","Intelligence","Level 46 :","Combat Insight","Logic","","Weapon Set 1","Omnissiah's Providence","","Level 11 :","Ballistic Calculations / Sharpshooter","Logic","Level 26 :","Perception","Tech-Use","Level 46 :","Combat Insight","Logic","","Weapon Set 1","Omnissiah's Providence","","Level 11 :","Ballistic Calculations / Sharpshooter","Logic","Level 26 :","Perception","Tech-Use","Level 46 :","Sharpshooter / Ballistic Calculations","Logic","","Weapon Set 1","Omnissiah's Providence","","Level 11 :","Ballistic Calculations / Sharpshooter","Logic","Level 26 :","Tech-Use","Intelligence","Level 46 :","Combat Insight","Logic","","Weapon Set 1","Omnissiah's Providence","","Level 11 :","Ballistic Calculations / Sharpshooter","Logic","Level 26 :","Intelligence","Tech-Use","Level 46 :","Sharpshooter / Ballistic Calculations","Logic","","Weapon Set 1","Omnissiah's Providence","","Level 11 :","Sharpshooter","Logic","Level 26 :","Intelligence","Tech-Use","Level 46 :","Ballistic Calculations","Logic","","Weapon Set 1","Omnissiah's Providence","","Level 11 :","Improved Tactics","Logic","Level 26 :","Intelligence","Tech-Use","Level 46 :","Sharpshooter","Logic","","Weapon Set 1","Omnissiah's Providence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Perfect Spot","Plasma Bank","Level 27 :","Wild Hunt II","","Level 47 :","Sharpshooter / Ballistic Calculations","Lore Xenos","","","","","Level 12 :","Perfect Spot","External Power Block","Level 27 :","Dispatch II","","Level 47 :","Sharpshooter / Ballistic Calculations","Lore Xenos","","","","","Level 12 :","Perfect Spot","Liturgy of Insulation","Level 27 :","Dispatch II","","Level 47 :","Combat Insight","Lore Xenos","","","","","Level 12 :","Perfect Spot","Liturgy of Insulation","Level 27 :","Wild Hunt II","","Level 47 :","Sharpshooter / Ballistic Calculations","Awareness / Lore Xenos","","","","","Level 12 :","Perfect Spot","Liturgy of Insulation","Level 27 :","Overcharge II","","Level 47 :","Weak Body, Weak Soul","Lore Xenos","","","","","Level 12 :","Tactical Knowledge","Liturgy of Insulation","Level 27 :","Overcharge III","","Level 47 :","Weak Body, Weak Soul","Lore Xenos","","","","","Level 12 :","Joint Analysis","Plasma Bank","Level 27 :","Take and Hold IV","","Level 47 :","Weak Body, Weak Soul","Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Sniper Expertise","Perception","Level 28 :","Savour the kill","","Level 48 :","Pierce the Armour","Intelligence","","Weapon Set 2","Ragefire Plasma Gun / Ancient Plasma Rifle / Incandecent Storm","","Level 13 :","Sniper Expertise","Perception","Level 28 :","Safety Training","Disarray","Level 48 :","Mortally Effective","Perception","","Weapon Set 2","Ancient Plasma Rifle / Incandecent Storm","","Level 13 :","Sniper Expertise","Intelligence","Level 28 :","Overclocking Module","Seize the Advantage","Level 48 :","An Eye for the Unscathed","Perception","","Weapon Set 2","Arc Rifle Mindstorm / Corpuscarii Oath / Alpha's Arc Rifle","","Level 13 :","Sniper Expertise","Intelligence","Level 28 :","Savour the kill","","Level 48 :","Pierce the Armour","Intelligence","","Weapon Set 2","Arc Rifle Mindstorm / Corpuscarii Oath / Alpha's Arc Rifle","","Level 13 :","Sniper Expertise","Intelligence","Level 28 :","Sharpened Talons","Machine Spirit Scan Protocols","Level 48 :","Bloody Mark","Intelligence","","Weapon Set 2","Arc Rifle Mindstorm / Corpuscarii Oath / Alpha's Arc Rifle","","Level 13 :","Improved Tactics","Intelligence","Level 28 :","Emergency Stimulation","Overclocking Module","Level 48 :","Master's Patronage","Intelligence","","Weapon Set 2","Arc Rifle Mindstorm / Corpuscarii Oath / Alpha's Arc Rifle","","Level 13 :","Fresh Target","Perception","Level 28 :","Strategic Offensive","Perception","Level 48 :","Personal Zone","Intelligence","","Weapon Set 2","Ragefire Plasma Gun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
